-922.64856,-916.1634,-928.51776,-936.49835,-931.08856,-936.53326,-934.6332,-931.29126,-930.5774,-936.4664
-950.3894,-956.2439,-943.3726,-931.7722,-931.03577,-934.0321,-933.04816,-930.7167,-928.0188,-930.8742
-923.2944,-916.67474,-928.8724,-935.6975,-931.6129,-937.0508,-933.036,-933.3605,-930.92633,-939.4531
-950.4439,-950.32306,-936.562,-937.69196,-930.7471,-938.02924,-932.01447,-930.14526,-925.8435,-932.02936
-945.81854,-952.20276,-936.71814,-931.51715,-928.86993,-935.3997,-929.2667,-928.7897,-926.20386,-931.51117
-950.79376,-958.04126,-937.43805,-930.8719,-926.89874,-933.43634,-928.8837,-929.3887,-923.3052,-929.03644
-923.92377,-916.87445,-929.8893,-933.7867,-930.8771,-936.8882,-933.52295,-935.3268,-927.41754,-935.90656
-950.11554,-956.0328,-943.47156,-932.30286,-939.2268,-933.70905,-937.10657,-930.2697,-942.9163,-931.6115
-924.67554,-932.29663,-935.1738,-930.02985,-931.1108,-934.54944,-932.3736,-933.2611,-924.9871,-930.0567
-934.57324,-939.7843,-936.41705,-929.92773,-930.51044,-934.3706,-931.67053,-932.1679,-923.56586,-928.553
-924.3768,-919.06396,-938.41846,-948.787,-946.5945,-942.23755,-949.961,-955.6803,-960.3889,-958.81555
-942.66266,-953.3509,-940.82874,-931.70184,-932.7415,-935.7189,-935.1851,-931.861,-925.2027,-933.2314
-939.51025,-935.6506,-941.2792,-940.2361,-945.77594,-935.3218,-939.2427,-935.3993,-954.6822,-933.2008
-923.99347,-917.92413,-935.2177,-948.0755,-945.94037,-940.05084,-946.0704,-954.0147,-957.6845,-957.8054
-949.927,-956.23926,-933.8727,-930.38525,-927.74536,-933.34247,-929.1614,-929.3499,-923.68945,-929.6332
-923.99896,-917.1628,-934.20844,-940.9013,-945.2011,-934.64844,-938.02026,-935.64575,-952.87067,-933.42865
-923.61755,-916.2371,-932.2246,-943.9268,-943.95667,-941.27954,-938.9074,-939.83545,-951.7396,-936.62463
-938.4339,-940.5882,-944.18164,-947.3296,-957.3048,-948.6488,-959.48236,-963.3953,-960.5043,-963.1369
-948.3837,-954.9198,-935.23206,-933.7065,-927.9894,-934.78906,-929.574,-928.5897,-924.6269,-930.4309
-926.06177,-919.24084,-937.08307,-946.84515,-946.4645,-940.7149,-944.30817,-952.36194,-957.3917,-954.0992
-923.84564,-916.7756,-936.4821,-943.4764,-942.84,-940.10095,-943.59906,-945.2131,-950.8571,-946.2274
-944.04047,-943.9349,-941.37164,-942.50793,-942.81866,-939.8233,-938.7054,-937.5882,-951.3012,-935.0652
-944.7898,-945.21747,-950.0286,-948.2244,-943.97894,-941.15015,-943.1869,-944.9568,-951.104,-944.12134
-924.47186,-918.2094,-937.96106,-949.22345,-945.9042,-938.8019,-946.2594,-953.5337,-956.7901,-958.3823
-903.0766,-895.96454,-927.46246,-936.07874,-938.89923,-938.646,-944.79016,-941.59564,-930.16046,-936.57336
-946.57837,-947.8761,-943.78595,-943.6524,-942.27484,-940.28766,-939.1817,-942.33636,-950.0787,-941.217
-948.86646,-955.0236,-935.32086,-932.8997,-927.6441,-934.69025,-929.3536,-928.99146,-924.75745,-930.1522
-944.2721,-955.9308,-943.92566,-931.86835,-931.0379,-945.4683,-932.1399,-931.4905,-927.14,-932.74634
